Marks,Interest,Skill,Hobby,Personality,IQ,Career,Sector
76,Commerce,Analysis,Drawing,Ambivert,127,Auditor,Private
54,Tech,Creativity,Sports,Ambivert,128,Government IT Officer,Public
82,Tech,Coding,Gaming,Extrovert,121,Software Engineer,Private
95,Commerce,Coding,Drawing,Extrovert,98,Bank Officer,Public
66,Tech,Analysis,Music,Extrovert,137,Web Developer,Private
75,Tech,Coding,Sports,Extrovert,96,Software Engineer,Private
63,Arts,Creativity,Sports,Introvert,88,Writer,Private
78,Commerce,Creativity,Drawing,Extrovert,125,Auditor,Private
83,Commerce,Communication,Sports,Introvert,119,Auditor,Private
62,Commerce,Communication,Gaming,Introvert,87,Chartered Accountant,Private
82,Medical,Analysis,Reading,Introvert,116,Surgeon,Private
51,Commerce,Communication,Reading,Ambivert,115,Chartered Accountant,Private
98,Commerce,Creativity,Music,Extrovert,115,Bank Officer,Public
67,Medical,Communication,Drawing,Introvert,115,Government Doctor,Public
91,Arts,Analysis,Drawing,Extrovert,100,Animator,Private
62,Medical,Coding,Gaming,Extrovert,120,Doctor,Private
83,Arts,Coding,Music,Extrovert,112,Designer,Private
53,Arts,Coding,Sports,Ambivert,96,Designer,Private
73,Tech,Analysis,Music,Introvert,97,Web Developer,Private
56,Arts,Creativity,Music,Ambivert,118,Civil Services,Public
91,Medical,Coding,Music,Ambivert,90,Surgeon,Private
100,Medical,Creativity,Reading,Introvert,102,Surgeon,Private
72,Arts,Creativity,Music,Ambivert,132,Designer,Private
73,Medical,Analysis,Reading,Extrovert,103,Government Doctor,Public
69,Commerce,Coding,Sports,Extrovert,121,Bank Officer,Public
61,Commerce,Coding,Drawing,Ambivert,132,Chartered Accountant,Private
80,Medical,Coding,Reading,Extrovert,126,Government Doctor,Public
56,Arts,Communication,Reading,Introvert,117,Animator,Private
75,Arts,Creativity,Drawing,Extrovert,113,Civil Services,Public
70,Tech,Analysis,Gaming,Ambivert,83,Software Engineer,Private
95,Arts,Creativity,Reading,Extrovert,97,Civil Services,Public
77,Arts,Communication,Gaming,Ambivert,131,Animator,Private
50,Commerce,Coding,Reading,Ambivert,112,Financial Analyst,Private
100,Arts,Analysis,Drawing,Ambivert,91,Designer,Private
66,Tech,Creativity,Music,Ambivert,108,Software Engineer,Private
61,Arts,Coding,Drawing,Extrovert,118,Animator,Private
70,Tech,Creativity,Sports,Introvert,127,Software Engineer,Private
81,Arts,Creativity,Gaming,Ambivert,91,Designer,Private
74,Arts,Communication,Sports,Introvert,88,Civil Services,Public
57,Tech,Creativity,Music,Extrovert,129,Government IT Officer,Public
80,Commerce,Creativity,Music,Introvert,122,Bank Officer,Public
99,Commerce,Coding,Sports,Extrovert,92,Financial Analyst,Private
53,Tech,Creativity,Sports,Extrovert,103,AI Engineer,Private
56,Commerce,Analysis,Gaming,Ambivert,135,Auditor,Private
100,Tech,Analysis,Drawing,Extrovert,130,Software Engineer,Private
52,Medical,Creativity,Drawing,Ambivert,108,Surgeon,Private
64,Medical,Communication,Sports,Introvert,100,Nurse,Private
55,Arts,Creativity,Drawing,Extrovert,107,Civil Services,Public
76,Medical,Analysis,Drawing,Extrovert,93,Surgeon,Private
88,Commerce,Analysis,Music,Ambivert,114,Chartered Accountant,Private
83,Arts,Communication,Gaming,Introvert,110,Civil Services,Public
61,Commerce,Analysis,Music,Introvert,123,Auditor,Private
60,Arts,Communication,Drawing,Ambivert,138,Animator,Private
53,Arts,Analysis,Sports,Ambivert,95,Civil Services,Public
80,Medical,Communication,Drawing,Ambivert,89,Doctor,Private
68,Tech,Creativity,Drawing,Introvert,129,Web Developer,Private
98,Commerce,Communication,Reading,Extrovert,110,Financial Analyst,Private
70,Arts,Communication,Drawing,Introvert,85,Animator,Private
98,Medical,Communication,Reading,Ambivert,90,Doctor,Private
68,Arts,Creativity,Drawing,Extrovert,133,Civil Services,Public
75,Arts,Coding,Drawing,Introvert,86,Writer,Private
80,Commerce,Communication,Sports,Extrovert,110,Chartered Accountant,Private
74,Medical,Creativity,Reading,Ambivert,126,Doctor,Private
62,Arts,Analysis,Music,Introvert,126,Civil Services,Public
57,Commerce,Analysis,Drawing,Extrovert,135,Bank Officer,Public
88,Arts,Analysis,Drawing,Ambivert,97,Civil Services,Public
76,Arts,Communication,Gaming,Extrovert,89,Writer,Private
89,Arts,Creativity,Reading,Ambivert,114,Animator,Private
70,Tech,Analysis,Drawing,Ambivert,109,Web Developer,Private
68,Medical,Communication,Drawing,Ambivert,97,Government Doctor,Public
96,Medical,Creativity,Reading,Ambivert,114,Doctor,Private
100,Tech,Analysis,Reading,Introvert,104,Web Developer,Private
67,Commerce,Analysis,Music,Ambivert,81,Bank Officer,Public
71,Arts,Coding,Music,Extrovert,109,Designer,Private
98,Medical,Analysis,Gaming,Extrovert,88,Government Doctor,Public
87,Tech,Creativity,Reading,Ambivert,113,AI Engineer,Private
89,Commerce,Analysis,Reading,Ambivert,121,Bank Officer,Public
98,Tech,Communication,Music,Ambivert,127,Software Engineer,Private
87,Medical,Analysis,Drawing,Ambivert,120,Government Doctor,Public
99,Medical,Coding,Reading,Extrovert,110,Government Doctor,Public
74,Arts,Analysis,Drawing,Introvert,138,Designer,Private
54,Arts,Creativity,Reading,Extrovert,109,Designer,Private
97,Commerce,Creativity,Sports,Ambivert,102,Chartered Accountant,Private
52,Medical,Coding,Reading,Extrovert,93,Surgeon,Private
79,Medical,Communication,Reading,Ambivert,82,Doctor,Private
55,Medical,Analysis,Sports,Introvert,107,Nurse,Private
97,Arts,Analysis,Gaming,Extrovert,136,Writer,Private
97,Medical,Creativity,Drawing,Extrovert,131,Doctor,Private
85,Arts,Analysis,Music,Introvert,105,Designer,Private
77,Arts,Communication,Sports,Introvert,131,Animator,Private
81,Tech,Coding,Music,Extrovert,113,Government IT Officer,Public
84,Arts,Coding,Drawing,Introvert,91,Writer,Private
78,Medical,Creativity,Reading,Extrovert,93,Doctor,Private
88,Arts,Communication,Gaming,Introvert,92,Writer,Private
83,Medical,Communication,Sports,Introvert,85,Surgeon,Private
93,Medical,Analysis,Reading,Introvert,138,Government Doctor,Public
97,Tech,Creativity,Sports,Introvert,140,Software Engineer,Private
50,Arts,Analysis,Reading,Extrovert,90,Designer,Private
65,Medical,Analysis,Reading,Introvert,93,Doctor,Private
50,Commerce,Coding,Gaming,Introvert,116,Bank Officer,Public
100,Medical,Communication,Music,Introvert,90,Nurse,Private
90,Medical,Creativity,Drawing,Ambivert,138,Nurse,Private
82,Arts,Communication,Gaming,Extrovert,87,Civil Services,Public
99,Tech,Communication,Sports,Introvert,89,Government IT Officer,Public
57,Arts,Communication,Drawing,Extrovert,107,Animator,Private
86,Commerce,Analysis,Drawing,Introvert,114,Chartered Accountant,Private
91,Medical,Communication,Reading,Ambivert,123,Doctor,Private
82,Commerce,Analysis,Gaming,Ambivert,114,Bank Officer,Public
92,Arts,Communication,Music,Introvert,132,Designer,Private
64,Arts,Coding,Reading,Ambivert,109,Writer,Private
97,Arts,Communication,Gaming,Ambivert,114,Civil Services,Public
76,Commerce,Creativity,Drawing,Ambivert,122,Bank Officer,Public
63,Arts,Analysis,Sports,Ambivert,128,Animator,Private
56,Tech,Analysis,Reading,Extrovert,133,Software Engineer,Private
73,Medical,Analysis,Reading,Introvert,103,Government Doctor,Public
69,Tech,Coding,Drawing,Ambivert,132,AI Engineer,Private
81,Arts,Communication,Drawing,Introvert,82,Writer,Private
67,Commerce,Analysis,Drawing,Introvert,94,Chartered Accountant,Private
86,Medical,Coding,Sports,Ambivert,91,Government Doctor,Public
50,Tech,Creativity,Sports,Extrovert,96,Web Developer,Private
79,Arts,Communication,Sports,Introvert,94,Writer,Private
77,Tech,Creativity,Gaming,Ambivert,113,Web Developer,Private
68,Arts,Analysis,Sports,Ambivert,97,Designer,Private
69,Commerce,Coding,Gaming,Introvert,121,Financial Analyst,Private
59,Commerce,Analysis,Drawing,Ambivert,109,Financial Analyst,Private
59,Medical,Coding,Drawing,Ambivert,85,Surgeon,Private
70,Commerce,Creativity,Reading,Ambivert,119,Bank Officer,Public
88,Medical,Coding,Music,Extrovert,95,Surgeon,Private
72,Medical,Coding,Sports,Ambivert,97,Nurse,Private
97,Arts,Creativity,Gaming,Introvert,102,Civil Services,Public
68,Arts,Coding,Music,Introvert,114,Designer,Private
87,Commerce,Communication,Reading,Introvert,127,Auditor,Private
50,Medical,Coding,Gaming,Introvert,114,Government Doctor,Public
84,Commerce,Analysis,Reading,Extrovert,114,Bank Officer,Public
70,Medical,Creativity,Gaming,Extrovert,109,Surgeon,Private
79,Arts,Creativity,Music,Introvert,108,Designer,Private
78,Medical,Analysis,Gaming,Ambivert,95,Doctor,Private
51,Commerce,Coding,Sports,Introvert,91,Chartered Accountant,Private
96,Commerce,Creativity,Reading,Introvert,103,Financial Analyst,Private
89,Arts,Analysis,Reading,Introvert,114,Civil Services,Public
94,Tech,Analysis,Drawing,Introvert,114,Government IT Officer,Public
60,Tech,Communication,Music,Introvert,140,Web Developer,Private
58,Arts,Creativity,Drawing,Introvert,130,Writer,Private
88,Commerce,Creativity,Sports,Introvert,86,Chartered Accountant,Private
60,Arts,Coding,Gaming,Introvert,140,Writer,Private
87,Arts,Analysis,Reading,Ambivert,138,Designer,Private
96,Arts,Creativity,Sports,Introvert,123,Animator,Private
86,Arts,Creativity,Reading,Extrovert,117,Civil Services,Public
63,Tech,Creativity,Gaming,Introvert,136,Software Engineer,Private
97,Commerce,Communication,Music,Extrovert,135,Chartered Accountant,Private
51,Arts,Analysis,Sports,Ambivert,92,Civil Services,Public
52,Arts,Creativity,Gaming,Extrovert,127,Designer,Private
77,Arts,Analysis,Gaming,Introvert,134,Animator,Private
65,Arts,Communication,Drawing,Introvert,139,Animator,Private
57,Tech,Coding,Sports,Introvert,117,Government IT Officer,Public
78,Tech,Creativity,Music,Ambivert,114,Web Developer,Private
59,Commerce,Coding,Sports,Extrovert,114,Bank Officer,Public
64,Arts,Coding,Sports,Extrovert,127,Animator,Private
66,Tech,Coding,Drawing,Extrovert,106,AI Engineer,Private
99,Medical,Coding,Drawing,Ambivert,118,Surgeon,Private
95,Tech,Analysis,Gaming,Ambivert,112,Government IT Officer,Public
85,Commerce,Coding,Drawing,Ambivert,123,Chartered Accountant,Private
86,Tech,Coding,Gaming,Ambivert,109,Web Developer,Private
82,Commerce,Analysis,Music,Ambivert,139,Financial Analyst,Private
86,Tech,Analysis,Sports,Introvert,85,Software Engineer,Private
71,Commerce,Communication,Sports,Ambivert,110,Chartered Accountant,Private
91,Arts,Analysis,Reading,Extrovert,101,Animator,Private
60,Medical,Creativity,Gaming,Extrovert,116,Government Doctor,Public
78,Commerce,Creativity,Sports,Introvert,109,Auditor,Private
78,Medical,Analysis,Reading,Introvert,85,Surgeon,Private
77,Tech,Communication,Music,Ambivert,110,AI Engineer,Private
53,Commerce,Coding,Sports,Introvert,100,Auditor,Private
50,Commerce,Coding,Reading,Introvert,106,Chartered Accountant,Private
65,Medical,Creativity,Sports,Extrovert,127,Government Doctor,Public
55,Arts,Communication,Gaming,Extrovert,113,Designer,Private
51,Commerce,Analysis,Music,Ambivert,115,Chartered Accountant,Private
98,Tech,Coding,Music,Introvert,82,Software Engineer,Private
98,Tech,Coding,Sports,Extrovert,86,Government IT Officer,Public
52,Medical,Analysis,Drawing,Extrovert,127,Nurse,Private
58,Tech,Coding,Gaming,Ambivert,107,Government IT Officer,Public
62,Tech,Communication,Gaming,Extrovert,128,AI Engineer,Private
94,Commerce,Creativity,Sports,Ambivert,81,Bank Officer,Public
70,Tech,Creativity,Music,Extrovert,114,Web Developer,Private
63,Medical,Coding,Gaming,Extrovert,118,Government Doctor,Public
63,Commerce,Communication,Sports,Introvert,81,Financial Analyst,Private
95,Tech,Coding,Drawing,Extrovert,122,AI Engineer,Private
65,Arts,Creativity,Reading,Introvert,93,Writer,Private
62,Tech,Coding,Sports,Introvert,138,AI Engineer,Private
68,Arts,Creativity,Music,Extrovert,86,Animator,Private
87,Arts,Creativity,Gaming,Ambivert,86,Designer,Private
87,Tech,Coding,Reading,Introvert,95,Web Developer,Private
51,Medical,Coding,Gaming,Introvert,125,Doctor,Private
98,Commerce,Communication,Gaming,Extrovert,92,Chartered Accountant,Private
93,Tech,Coding,Reading,Extrovert,131,Software Engineer,Private
61,Arts,Communication,Sports,Ambivert,120,Civil Services,Public
69,Arts,Communication,Gaming,Ambivert,93,Designer,Private
66,Medical,Communication,Sports,Ambivert,140,Surgeon,Private
74,Arts,Analysis,Sports,Ambivert,124,Animator,Private
73,Arts,Coding,Sports,Extrovert,119,Animator,Private
89,Tech,Coding,Music,Ambivert,86,Software Engineer,Private
66,Medical,Creativity,Reading,Ambivert,136,Surgeon,Private
83,Medical,Communication,Drawing,Ambivert,101,Nurse,Private
60,Medical,Creativity,Drawing,Introvert,107,Doctor,Private
100,Medical,Communication,Drawing,Ambivert,89,Doctor,Private
80,Arts,Communication,Gaming,Ambivert,130,Writer,Private
88,Tech,Communication,Gaming,Introvert,124,Web Developer,Private
96,Commerce,Creativity,Drawing,Ambivert,100,Bank Officer,Public
78,Tech,Communication,Gaming,Introvert,103,AI Engineer,Private
89,Medical,Communication,Drawing,Introvert,104,Government Doctor,Public
67,Medical,Analysis,Sports,Ambivert,108,Doctor,Private
98,Commerce,Analysis,Sports,Introvert,101,Financial Analyst,Private
100,Medical,Communication,Gaming,Introvert,119,Surgeon,Private
70,Tech,Coding,Music,Ambivert,87,AI Engineer,Private
50,Medical,Coding,Music,Introvert,103,Government Doctor,Public
77,Commerce,Communication,Sports,Ambivert,119,Bank Officer,Public
52,Tech,Analysis,Gaming,Introvert,112,AI Engineer,Private
98,Tech,Analysis,Drawing,Introvert,121,Software Engineer,Private
80,Medical,Communication,Gaming,Extrovert,111,Surgeon,Private
60,Medical,Communication,Sports,Introvert,106,Doctor,Private
76,Arts,Communication,Drawing,Introvert,84,Animator,Private
67,Tech,Creativity,Reading,Introvert,137,AI Engineer,Private
95,Arts,Analysis,Drawing,Ambivert,120,Animator,Private
63,Tech,Coding,Sports,Ambivert,83,Web Developer,Private
77,Arts,Creativity,Reading,Ambivert,122,Civil Services,Public
60,Medical,Creativity,Drawing,Ambivert,128,Government Doctor,Public
68,Tech,Creativity,Drawing,Introvert,136,Software Engineer,Private
66,Commerce,Communication,Sports,Extrovert,128,Chartered Accountant,Private
73,Medical,Analysis,Reading,Ambivert,127,Doctor,Private
81,Arts,Communication,Sports,Ambivert,106,Animator,Private
81,Tech,Creativity,Drawing,Extrovert,90,Software Engineer,Private
97,Commerce,Coding,Reading,Introvert,97,Auditor,Private
55,Tech,Communication,Sports,Ambivert,139,Government IT Officer,Public
82,Tech,Coding,Reading,Ambivert,120,Web Developer,Private
81,Medical,Coding,Music,Extrovert,99,Government Doctor,Public
91,Arts,Analysis,Sports,Extrovert,140,Designer,Private
100,Tech,Communication,Sports,Extrovert,111,Government IT Officer,Public
95,Arts,Creativity,Reading,Extrovert,102,Animator,Private
84,Commerce,Analysis,Drawing,Extrovert,129,Bank Officer,Public
92,Commerce,Analysis,Sports,Extrovert,115,Auditor,Private
54,Commerce,Coding,Music,Introvert,138,Chartered Accountant,Private
66,Arts,Coding,Gaming,Introvert,99,Writer,Private
63,Tech,Communication,Sports,Introvert,98,AI Engineer,Private
54,Commerce,Communication,Reading,Ambivert,92,Auditor,Private
96,Medical,Coding,Reading,Extrovert,127,Government Doctor,Public
73,Commerce,Analysis,Sports,Extrovert,89,Auditor,Private
81,Tech,Communication,Sports,Introvert,121,Software Engineer,Private
62,Commerce,Analysis,Reading,Extrovert,82,Financial Analyst,Private
50,Medical,Coding,Reading,Extrovert,132,Nurse,Private
65,Commerce,Communication,Sports,Extrovert,90,Chartered Accountant,Private
79,Arts,Creativity,Drawing,Introvert,98,Animator,Private
70,Medical,Coding,Gaming,Ambivert,97,Nurse,Private
59,Commerce,Analysis,Sports,Ambivert,124,Chartered Accountant,Private
50,Commerce,Analysis,Music,Introvert,86,Bank Officer,Public
61,Tech,Coding,Gaming,Introvert,96,Government IT Officer,Public
55,Commerce,Analysis,Sports,Introvert,109,Financial Analyst,Private
55,Arts,Communication,Sports,Extrovert,106,Designer,Private
88,Medical,Creativity,Gaming,Introvert,128,Doctor,Private
92,Medical,Creativity,Gaming,Introvert,124,Government Doctor,Public
76,Arts,Analysis,Drawing,Extrovert,137,Civil Services,Public
95,Commerce,Analysis,Gaming,Ambivert,122,Bank Officer,Public
73,Medical,Creativity,Gaming,Extrovert,87,Government Doctor,Public
93,Medical,Communication,Reading,Ambivert,84,Doctor,Private
55,Arts,Analysis,Reading,Ambivert,93,Designer,Private
66,Arts,Creativity,Reading,Extrovert,103,Animator,Private
59,Commerce,Coding,Drawing,Ambivert,94,Auditor,Private
63,Medical,Coding,Sports,Ambivert,95,Nurse,Private
69,Medical,Communication,Reading,Introvert,137,Surgeon,Private
58,Tech,Creativity,Drawing,Introvert,133,Software Engineer,Private
58,Medical,Creativity,Reading,Extrovert,103,Government Doctor,Public
75,Tech,Coding,Gaming,Ambivert,138,Government IT Officer,Public
52,Commerce,Coding,Sports,Introvert,104,Bank Officer,Public
78,Arts,Analysis,Gaming,Extrovert,90,Animator,Private
63,Tech,Creativity,Sports,Introvert,83,Software Engineer,Private
96,Medical,Analysis,Gaming,Extrovert,132,Government Doctor,Public
98,Arts,Communication,Music,Extrovert,117,Civil Services,Public
76,Tech,Analysis,Gaming,Introvert,106,Web Developer,Private
92,Arts,Creativity,Drawing,Extrovert,105,Writer,Private
60,Medical,Creativity,Music,Ambivert,102,Nurse,Private
85,Tech,Creativity,Drawing,Introvert,99,AI Engineer,Private
56,Medical,Analysis,Reading,Introvert,138,Surgeon,Private
80,Commerce,Analysis,Gaming,Extrovert,131,Auditor,Private
95,Tech,Analysis,Sports,Extrovert,125,Software Engineer,Private
96,Arts,Analysis,Music,Extrovert,103,Writer,Private
54,Arts,Coding,Music,Ambivert,116,Animator,Private
88,Tech,Analysis,Drawing,Extrovert,94,Software Engineer,Private
